,Text,Annotation,Show
1103,I'm sure.Love the boobies.,neutral,Two and a half men
1104,Not so sexy when it happens to you is it?,sexist,Two and a half men
1105,Good man.,neutral,Two and a half men
1106,Look  you havea very simple choice here.,neutral,Two and a half men
1107,Not a guy.,neutral,Two and a half men
1108,Oh  and if it helps at all she just got her boobs done.,sexist,Two and a half men
1109,We'll have you overfor thanksgiving.,neutral,Two and a half men
1110,Even if I have to start throwingknuckle balls.,neutral,Two and a half men
1111,unless you're about to have sexbecause she turns into a freak.,sexist,Two and a half men
1112,You're giving up the rightsnot only to your sperm...,neutral,Two and a half men
1113,No secrets  no lies.,neutral,Two and a half men
1114,- Yeah.- Did you see my Game Boy?,neutral,Two and a half men
1115,"* ""M"" is for the misery she caused me *",neutral,Two and a half men
1116,Believe me I see the same problem.,neutral,Two and a half men
1117,after he sponges upour sponge.,neutral,Two and a half men
1118,Fine  whatever. What's the news?,neutral,Two and a half men
1119,The brunette? Why?,neutral,Two and a half men
1120,Even for a day.,neutral,Two and a half men
1121,Um  you havea bad experience with pudding?,neutral,Two and a half men
1122,Hey  I don't have to do anything.,neutral,Two and a half men
1123,what exactly are we hoping to accomplish,neutral,Two and a half men
1124,Oh  my God  we killed Herb.,neutral,Two and a half men
1125,Charlie  I mean it.,neutral,Two and a half men
1126,Okay  we're all set.,neutral,Two and a half men
1127,That is a very sexy woman.,sexist,Two and a half men
1128,Stuck in traffic.Danielle's coming over in a few minutes.,neutral,Two and a half men
1129,Um  so  are you okaywith doing laundry?,neutral,Two and a half men
1130,Uh  gee  I guess she's probablystill asleep in jake's room.,neutral,Two and a half men
1131,What is it that makes relationshipsso difficult?,neutral,Two and a half men
1132,What do you mean?,neutral,Two and a half men
1133,A heterosexual nut job.,sexist,Two and a half men
1134,- That's a good idea.,neutral,Two and a half men
1135,- Hi.- Hi.,neutral,Two and a half men
1136,Apple doesn't fall farfrom the tree  does it?,neutral,Two and a half men
1137,No kidding?You're gonna have to show me sometime.,neutral,Two and a half men
1138,The fountain of youth.,neutral,Two and a half men
1139,...and then you pick me upwhen we're done?,neutral,Two and a half men
1140,Thank you.,neutral,Two and a half men
1141,What does procrastinating mean?,neutral,Two and a half men
1142,Come on.,neutral,Two and a half men
1143,...or that her ex-husband is nowpromoting the homosexual agenda.,sexist,Two and a half men
1144,Okay  Jake  well  we talkedto Miss Sheffield.,neutral,Two and a half men
1145,It's not good?,neutral,Two and a half men
1146,...and have a bunch of web-footed kids.,neutral,Two and a half men
1147,That's nice.Have you been playing with her?,neutral,Two and a half men
1148,Where'd you get the money for this?,neutral,Two and a half men
1149,And there's the problem.,neutral,Two and a half men
1150,I have no idea.,neutral,Two and a half men
1151,He was named after Bob.,neutral,Two and a half men
1152,And with nary a bottle nor a whore in sight.,sexist,Two and a half men
1153,Son of a bitch.,sexist,Two and a half men
1154,Yeah  we love you Alan. We want you here.,neutral,Two and a half men
1155,When a guy named charlielived here,neutral,Two and a half men
1156,Then... Then you get dumped,neutral,Two and a half men
1157,You hear that  Charlie?,neutral,Two and a half men
1158,- $ 120 000.,neutral,Two and a half men
1159,Now it's just a matter of waitingtill it blows up in my face.,neutral,Two and a half men
1160,Okay  this is ridiculous.,neutral,Two and a half men
1161,Didn't think you would.,neutral,Two and a half men
1162,That's true.,neutral,Two and a half men
1163,# Zing! Went the strings of my heart #,neutral,Two and a half men
1164,- I didn't say that  I'm happy for you.- Well  thank you.,neutral,Two and a half men
1165,Yo  bitch  I'm gonna slap you up,sexist,Two and a half men
1166,I don't understand.,neutral,Two and a half men
1167,...you were the guy I took it out on.,neutral,Two and a half men
1168,I can't believeyou live here all by yours...,neutral,Two and a half men
1169,- What? Why?- She's texting me.,neutral,Two and a half men
1170,I remember one night it was real hot and humid.,neutral,Two and a half men
1171,This-this-this is my fault.,neutral,Two and a half men
1172,- No  Mom. No  it's...- Give me back my picture.,neutral,Two and a half men
1173,...I'll have to drinkto make it through this dinner.,neutral,Two and a half men
1174,All right  I'm full.,neutral,Two and a half men
1175,Son of a bitch.,sexist,Two and a half men
1176,No. I mean  the way she tells it he is an amazing lover.,neutral,Two and a half men
1177,It means that  even thoughyou loused up your marriage,neutral,Two and a half men
1178,Those work  too.,neutral,Two and a half men
1179,You need any help?,neutral,Two and a half men
1180,Keeping that in mind did you ever consider...,neutral,Two and a half men
1181,Judith and Iwill produce and direct. Together.,neutral,Two and a half men
1182,Takes me back to not being there.,neutral,Two and a half men
1183,Melissa?,neutral,Two and a half men
1184,any guy would be luckyto be with you.,neutral,Two and a half men
1185,I mean  thanks to you  my... My lifehas been twisted beyond recognition.,neutral,Two and a half men
1186,Yo  bitch  I'm gonna slap you up,sexist,Two and a half men
1187,Trust me  I can change.,neutral,Two and a half men
1188,I can't think of anythingI'm less interested in,neutral,Two and a half men
1189,And by talented  I mean annoying and by lady  I mean bitch.,sexist,Two and a half men
1190,Oh. Oh  not yet  not yet. Not...,neutral,Two and a half men
1191,Let's confront her.You with me? Come on!,neutral,Two and a half men
1192,Okay  or...,neutral,Two and a half men
1193,The wound does heal.,neutral,Two and a half men
1194,NADINE: Owl,neutral,Two and a half men
1195,All right  fine.,neutral,Two and a half men
1196,- I don't think that's necessary.- Of course it's necessary.,neutral,Two and a half men
1197,So we're agreed we will never speak of this again.,neutral,Two and a half men
1198,Okay  listen  I knowyou're getting to that age where you'd...,neutral,Two and a half men
1199,Not to mention the little statuethey give me.,neutral,Two and a half men
1200,I walked into a bathroom one time and it looked like a cow had exploded.,neutral,Two and a half men
1201,You know  one last fling just the four of us.,neutral,Two and a half men
1202,♪ You better understand that my heart...♪Al?,neutral,Two and a half men
1203,I-I know we can provideunconditional love to a child,neutral,Two and a half men
1204,I'll leave it up to you.,neutral,Two and a half men
1205,- Oh  look who's over there.- Who?,neutral,Two and a half men
1206,Son of a bitch.,sexist,Two and a half men
1207,- No  of course not.,neutral,Two and a half men
1208,...why somebody would wanna kill themselfwhen they have a billion freaking dollars.,neutral,Two and a half men
1209,- Yeah  so?- I don't have choices and freedom...,neutral,Two and a half men
1210,That wasn't you last nightgetting a coffee colonic?,neutral,Two and a half men
1211,Yeah?,neutral,Two and a half men
1212,Hang on.Carry the whore...,sexist,Two and a half men
1213,...I'm gonna go hop in the showerwith Anacoth and Linda.,neutral,Two and a half men
1214,This is a picture of,neutral,Two and a half men
1215,- What do you got in mind?- Ganja.,neutral,Two and a half men
1216,- You know what? I don't care. I don't need her.- That's a good attitude.,neutral,Two and a half men
1217,You know what?,neutral,Two and a half men
1218,Good night.,neutral,Two and a half men
1219,What?!Okay  okay. Let's...,neutral,Two and a half men
1220,...you've never once passed upan opportunity for sex.,sexist,Two and a half men
1221,Oh  my God.,neutral,Two and a half men
1222,Oh  yeah  well  we'll see about that.,neutral,Two and a half men
1223,You suggested that Charlie's fianc?eget smaller breasts?,sexist,Two and a half men
1224,"Uh  well  how do youtell her  ""Thank you""?",neutral,Two and a half men
1225,Son-of-a-bitch!,sexist,Two and a half men
1226,...ly shaped.,neutral,Two and a half men
1227,And you'll think abouttying me up in your closet?,neutral,Two and a half men
1228,Hello from England.,neutral,Two and a half men
1229,Hey  Alan meet my mother  Robin.,neutral,Two and a half men
1230,Yeah  the only reasonshe wanted to see me,neutral,Two and a half men
1231,I like your boobs.,sexist,Two and a half men
1232,♪ Men. ♪,neutral,Two and a half men
1233,-We're not going.-Why not?,neutral,Two and a half men
1234,Little window into old Charlie  huh?,neutral,Two and a half men
1235,This is so romantic.,neutral,Two and a half men
1236,Alan  I want a divorce.,neutral,Two and a half men
1237,Well  not the diseased liverand the swollen prostate.,neutral,Two and a half men
1238,He's a good wiper  and I love him.,neutral,Two and a half men
1239,If he gets stabbed he just rubs dirt in it.,neutral,Two and a half men
1240,I mean it's nothing personal.,neutral,Two and a half men
1241,Uh  Berta  couldyou watch Louis?,neutral,Two and a half men
1242,If you ever want to have sex with me again  you will ask her out.,sexist,Two and a half men
1243,And?,neutral,Two and a half men
1244,I see somethingthat's broke and bothering me.,neutral,Two and a half men
1245,She was trying to use me  Alan.,neutral,Two and a half men
1246,I promise you I will crucify that son of a bitch.,sexist,Two and a half men
1247,Slowly and ina circular fashion.,neutral,Two and a half men
1248,I don't want to...get in the middle of it.,neutral,Two and a half men
1249,Well  that kind of depends on you doesn't it?,neutral,Two and a half men
1250,So now my breasts are a load?,sexist,Two and a half men
1251,I mean  the son of bitch.,sexist,Two and a half men
1252,Why can't you hear yourself?,neutral,Two and a half men
1253,Listen  we maynot be gay,neutral,Two and a half men
1254,It's an old lady with long banana boobsand a dog looking at her.,sexist,Two and a half men
1255,So your brother had a panic attackin the middle of a bookstore.,neutral,Two and a half men
1256,You're free for the weekend.What are your plans?,neutral,Two and a half men
1257,And how are you?,neutral,Two and a half men
1258,"- That's what ""you're fired"" means.- Good.",neutral,Two and a half men
1259,I really appreciate this.,neutral,Two and a half men
1260,Ah  no  that won't work.,neutral,Two and a half men
1261,When you assume  you're just a bitch.,sexist,Two and a half men
1262,How hard could it be?,neutral,Two and a half men
1263,...with 10 more crazy peoplein your trunk.,neutral,Two and a half men
1264,Did Berta know you were out here?,neutral,Two and a half men
1265,keep the money.,neutral,Two and a half men
1266,No. No.,neutral,Two and a half men
1267,We're not gay.,neutral,Two and a half men
1268,Hey  baby.,neutral,Two and a half men
1269,It's not just that.It's been forever since we had sex.,sexist,Two and a half men
1270,Matter of fact,neutral,Two and a half men
1271,I want a daddy.,neutral,Two and a half men
1272,All right  I copped a feel once but I was drunk and he had breasts.,sexist,Two and a half men
1273,Yeah.,neutral,Two and a half men
1274,Picture frames  waffle irons steak knives  not so much.,neutral,Two and a half men
1275,So I came back hereto ask you just,neutral,Two and a half men
1276,- What is wrong with you?- Well  nothing  I ju...,neutral,Two and a half men
1277,Um... you're welcome?,neutral,Two and a half men
1278,I understand.,neutral,Two and a half men
1279,I'm good.Just watching Downton Abbey.,neutral,Two and a half men
1280,-What is it?-It's an electric Fisker.,neutral,Two and a half men
1281,Drive safe.,neutral,Two and a half men
1282,...do you think I'd be sitting heretalking to two half-naked people?,neutral,Two and a half men
1283,:This is delightful  alan.,neutral,Two and a half men
1284,Oh  okay.,neutral,Two and a half men
1285,When you said we should move on I got scared  and...,neutral,Two and a half men
1286,My mom is a beautiful prostitute.,neutral,Two and a half men
1287,Right  IHOP.,neutral,Two and a half men
1288,So I see you're having some back pain.,neutral,Two and a half men
1289,I was red  she was blue.,neutral,Two and a half men
1290,...just so you can have sex tonight.,sexist,Two and a half men
1291,- Why?- Did you see that bitch?,sexist,Two and a half men
1292,And you picked me?,neutral,Two and a half men
1293,How I've influenced him.,neutral,Two and a half men
1294,and you're a dime a dozen.,neutral,Two and a half men
1295,I mean  I did hear her confession.,neutral,Two and a half men
1296,"- Define "" age appropriate.""- Forty.",neutral,Two and a half men
1297,"And ""uncle rob""who sold insurance.",neutral,Two and a half men
1298,But we're on Amy Lane.,neutral,Two and a half men
1299,You know sometimes when we're having sex...,sexist,Two and a half men
1300,I mean  after all your grandson lives here part-time.,neutral,Two and a half men
1301,He can't. He's working.,neutral,Two and a half men
1302,Seriously  we can have a threesome?,neutral,Two and a half men
1303,...now.,neutral,Two and a half men
1304,Has anybody had sex with Charliewhere he actually took his socks off?,sexist,Two and a half men
1305,Oh  thank you.,neutral,Two and a half men
1306,...embracing the musiclike the breath of life itself.,neutral,Two and a half men
1307,Man  should have went to bed.,neutral,Two and a half men
1308,Oh.,neutral,Two and a half men
1309,Come on  Wendy. We both know that...,neutral,Two and a half men
1310,Well  good luck with that becauseI was lying about the other stuff.,neutral,Two and a half men
1311,there's a load of laundry in the dryeryou could fluff and fold.,neutral,Two and a half men
1312,Get out.,neutral,Two and a half men
1313,Good night.,neutral,Two and a half men
1314,What's that?,neutral,Two and a half men
1315,There's no competition. Herb loves you.,neutral,Two and a half men
1316,And just FYI  Mykonos is veryfriendly to same-sex couples.,sexist,Two and a half men
1317,It's their anniversary.,neutral,Two and a half men
1318,So  uh  how did yourfoster dads group go?,neutral,Two and a half men
1319,And if I had signed a pre-nup...,neutral,Two and a half men
1320,It's pretty dark out.,neutral,Two and a half men
1321,Uh  he is availablefor lessons,neutral,Two and a half men
1322,"Do I drink to fill the lonelinessor to hide from the horror I've become?""",neutral,Two and a half men
1323,- What about Prudence?- She'll be fine.,neutral,Two and a half men
1324,You lied to me.,neutral,Two and a half men
1325,And this is the day that I had sex with her.,neutral,Two and a half men
1326,- There it is.- Are you really this hard up for a listing?,neutral,Two and a half men
1327,Clear your throat  maybe a little cough?,neutral,Two and a half men
1328,I was afraid you were gonnachicken out.,neutral,Two and a half men
1329,on Jake's shirtsreally require an enzyme presoak.,neutral,Two and a half men
1330,Once in a while I get a little woodon the ball.,neutral,Two and a half men
1331,or in the car.,neutral,Two and a half men
1332,Ow! Aah!,neutral,Two and a half men
1333,you son of a bitch!,sexist,Two and a half men
1334,Son of a bitch.,sexist,Two and a half men
1335,- Jake  you're coming with us.- I don't wanna.,neutral,Two and a half men
1336,Okay  let's not make this a competition.,neutral,Two and a half men
1337,Really? Tell me. How manydiapers have you changed so far?,neutral,Two and a half men
1338,Jake  damn it  get a move on!,neutral,Two and a half men
1339,and you chose this house?,neutral,Two and a half men
1340,She hates oral sex.,neutral,Two and a half men
1341,Implants.,neutral,Two and a half men
1342,I don't know  Charlie you've always been the pretty one.,neutral,Two and a half men
1343,...peeing and sex were the same thing.,sexist,Two and a half men
1344,How's that  bitch?,sexist,Two and a half men
1345,-sexual and otherwise  and I support that.-That's telling her  Alan.,sexist,Two and a half men
1346,I don't want to give anybodyhalf my stuff.,neutral,Two and a half men
1347,You have a wonderful sonand amazing breasts.,sexist,Two and a half men
1348,Yeah  it's tough enoughthat you and I have sexual tension.,sexist,Two and a half men
1349,No  that can't be it.,neutral,Two and a half men
1350,Uh  Courtney this is Walden's wife  Bridget.,neutral,Two and a half men
1351,Get it?,neutral,Two and a half men
1352,So... so  what are wesupposed to do now?,neutral,Two and a half men
1353,Get yourself back in shape get some new clothes,neutral,Two and a half men
1354,MELISSA:You are just a selfish son of a bitch...,sexist,Two and a half men
1355,♪ But my intentions were good,neutral,Two and a half men
1356,Sure  I could.,neutral,Two and a half men
1357,And it's the last placeanyone would look for you.,neutral,Two and a half men
1358,On three.,neutral,Two and a half men
1359,Probably a bunch of chicks.,neutral,Two and a half men
1360,Does the name Manduring any kind of a bell?,neutral,Two and a half men
1361,I was dressed as Uncle Sam,neutral,Two and a half men
1362,Oh  I... I-I don't thinkI should say.,neutral,Two and a half men
1363,Another question.,neutral,Two and a half men
1364,Oh  me too.,neutral,Two and a half men
1365,He's already imagining the two of you walking through IKEA,neutral,Two and a half men
1366,Help you chalk up the old pool cuefor Naomi.,neutral,Two and a half men
1367,As long as he's got pizza with cheeseand TV with 150 channels...,neutral,Two and a half men
1368,Okay.,neutral,Two and a half men
1369,Likewise.Come in.,neutral,Two and a half men
1370,- He has another grandmother.- Oh  right  the Sacramento pill-freak.,neutral,Two and a half men
1371,No  no  no!,neutral,Two and a half men
1372,You are so cute!,neutral,Two and a half men
1373,And no matter what  do notlet her use sex as a weapon.,neutral,Two and a half men
1374,Your road  Charlie.,neutral,Two and a half men
1375,Well  you can't expect me to go backto what we had without a commitment.,neutral,Two and a half men
1376,...just so you can have sex tonight.,sexist,Two and a half men
1377,Wait  my car keys?,neutral,Two and a half men
1378,- Sperm.- No  really.,neutral,Two and a half men
1379,You're up.,neutral,Two and a half men
1380,I think so.,neutral,Two and a half men
1381,"I got ""guy"" coming out of my ass.",neutral,Two and a half men
1382,- And the answers are harder.- True.,neutral,Two and a half men
1383,That's heartbreaking.,neutral,Two and a half men
1384,Hey  a good relationship with my motheris highly overrated.,neutral,Two and a half men
1385,...baby.,neutral,Two and a half men
1386,-You can say no.-No  God  no.,neutral,Two and a half men
1387,Okay  that's... That's fine.That's an improvement.,neutral,Two and a half men
1388,I bought those boobs.I have a right to look at them.,sexist,Two and a half men
1389,Well  we knew this was coming.,neutral,Two and a half men
1390,I had sex with a womanwho used to be a man.,sexist,Two and a half men
1391,How you doing?,neutral,Two and a half men
1392,Like it would have killed herto get a C-section.,neutral,Two and a half men
1393,about her toxic friend'ssad little funeral,neutral,Two and a half men
1394,Oh  Raffi you magnificent son of a bitch.,sexist,Two and a half men
1395,- Yeah.- Then  no.,neutral,Two and a half men
1396,that she'd be morethan happy to apologize to you.,neutral,Two and a half men
1397,who were bornin captivity,neutral,Two and a half men
1398,- It's nice to meet you.- Nice to meet you.,neutral,Two and a half men
1399,Pick a stupid show and live with it.,neutral,Two and a half men
1400,- Good  I'm glad.,neutral,Two and a half men
1401,Well  get this.,neutral,Two and a half men
1402,years.,neutral,Two and a half men
1403,- Must you always embarrass me?- Hey  I have had a traumatic night.,neutral,Two and a half men
1404,What if Charlie promises to behave himself?,neutral,Two and a half men
1405,...you smug  shallow son of a bitch.,sexist,Two and a half men
1406,And  um  you know what?,neutral,Two and a half men
1407,you were quitting.,neutral,Two and a half men
1408,Oh  honey  that wastwo boob jobs ago.,sexist,Two and a half men
1409,Okay  okay  okay.Wait a sec  wait a sec:,neutral,Two and a half men
1410,- You okay?- Just dandy.,neutral,Two and a half men
1411,We're not going to a whorehouse,sexist,Two and a half men
1412,Whoa!Woo-woo-woo!,neutral,Two and a half men
1413,It's not important. If you could--,neutral,Two and a half men
1414,Is he lying on my kitchen table?,neutral,Two and a half men
1415,Needless to say  he choked.,neutral,Two and a half men
1416,"Like  you know  "" Yeah  right  Judith you can stay here.""",neutral,Two and a half men
1417,Can you imagine what this girlconsiders to be out of control?,neutral,Two and a half men
1418,Yo  bitch  I'm gonna slap you up,sexist,Two and a half men
1419,...went to the supermarket met you. The end.,neutral,Two and a half men
1420,and buried beside her.,neutral,Two and a half men
1421,"...wasn't ""a bag full of jawea.""",neutral,Two and a half men
1422,...and also a heightenedsexual sensitivity. Heh.,sexist,Two and a half men
1423,"but then I thought ""What if this magic marker",neutral,Two and a half men
1424,I-I can tell'cause the  uh,neutral,Two and a half men
1425,Which is fine.I mean  not that size matters.,neutral,Two and a half men
1426,Uh  yes  it is mine.,neutral,Two and a half men
1427,How long's it beensince your wife left?,neutral,Two and a half men
1428,and strong  and smart  and sexy.,sexist,Two and a half men
1429,and he's babbling awayincoherently.,neutral,Two and a half men
1430,- Hey  Alan  guess what.- There is no God?,neutral,Two and a half men
1431,The men's room was occupied.,neutral,Two and a half men
1432,- Grief?- You know  sadness.,neutral,Two and a half men
1433,Everybody wins but America.,neutral,Two and a half men
1434,Anyway...,neutral,Two and a half men
1435,And a pair of nice white shoes.,neutral,Two and a half men
1436,You do realizeyou have a serious problem.,neutral,Two and a half men
1437,Congratulations.,neutral,Two and a half men
1438,I'll have what he's having.,neutral,Two and a half men
1439,- Nice touch.- Had me fooled at first.,neutral,Two and a half men
1440,You know what  call backand give me another chance.,neutral,Two and a half men
1441,Yes.,neutral,Two and a half men
1442,No wallet?,neutral,Two and a half men
1443,...when your motheris taking sexual advantage of mine?,sexist,Two and a half men
1444,- Yeah?- I think I might be gay.,neutral,Two and a half men
1445,Wow. Yeah  that would be great.,neutral,Two and a half men
1446,Okay  how about...how about the-the...,neutral,Two and a half men
1447,- I'm starving.- What do you want? Go catch a squirrel.,neutral,Two and a half men
1448,- Well  you can drink here.- I could  but I don't wanna vomit here.,neutral,Two and a half men
1449,- that you would really like her.- Yeah? I don't know. Turn over.,neutral,Two and a half men
1450,Shh. You talk too much.,neutral,Two and a half men
1451,Now  Danny  watch your mouth.,neutral,Two and a half men
1452,I dreamed I ate afive-pound marshmallow.,neutral,Two and a half men
1453,formerly board-certifiedchiropractor.,neutral,Two and a half men
1454,Uh  does anybody got a penI can borrow?,neutral,Two and a half men
1455,Andy! Right here  I'm open!,neutral,Two and a half men
1456,- You know what this means  don't you?- What?,neutral,Two and a half men
1457,- Why?- I'm dating a man I'd like you to meet.,neutral,Two and a half men
1458,I mean  do you have any cluehow tightly wrapped I've had to be...,neutral,Two and a half men
1459,♪ Men. ♪,neutral,Two and a half men
1460,- Hi.- Hi.,neutral,Two and a half men
1461,- Hey.- Oh  hey. How was the movie?,neutral,Two and a half men
1462,Not unless he's delivering pizzas.,neutral,Two and a half men
1463,Come. Join us  please.,neutral,Two and a half men
1464,You should be a gues ton my talk show.,neutral,Two and a half men
1465,Is this you guys have been doing the whole day?,neutral,Two and a half men
1466,What would you do?,neutral,Two and a half men
1467,You say you're a size two but you're actually a size four.,neutral,Two and a half men
1468,...yet Berta insistson bringing home 2-percent.,neutral,Two and a half men
1469,Tomato  tamale.,neutral,Two and a half men
1470,I'll just sleep with my head down there.,neutral,Two and a half men
1471,How do you have sex with 13 women at one time?,sexist,Two and a half men
1472,The second triumvirate was Augustus Mark Antony and Lepidus.,neutral,Two and a half men
1473,- Get in the car.- Rose?,neutral,Two and a half men
1474,Okay  this is my house.Not a place of business.,neutral,Two and a half men
1475,- but you gotta admire the effort.- Fine.,neutral,Two and a half men
1476,And that's why I don't sleep with guys.,neutral,Two and a half men
1477,Exactly. What the hell'sshe doing with Jake?,neutral,Two and a half men
1478,Interesting.,neutral,Two and a half men
1479,Good evening.,neutral,Two and a half men
1480,- Jake  Jake  wait.- What?,neutral,Two and a half men
1481,That bony bitch.,sexist,Two and a half men
1482,Chels  we have planson Saturday  remember?,neutral,Two and a half men
1483,- But you guys go ahead.- I'll have a chardonnay. I'll be right back.,neutral,Two and a half men
1484,- Clock block you?- That's not it?,neutral,Two and a half men
1485,What did he do?He didn't paint anything  did he?,neutral,Two and a half men
1486,I mean  it was cut diagonallyand toasted well...,neutral,Two and a half men
1487,I don't wanna drownin anybody's mucus.,neutral,Two and a half men
1488,"Remember  when we broke up and I said ""It's not you  it's me""?",neutral,Two and a half men
1489,-You'd give up right now  wouldn't you?-Charlie  Elvis has left the building.,neutral,Two and a half men
1490,He's my mother  you're my doctor.,neutral,Two and a half men
1491,lose their ability to breathe fire,neutral,Two and a half men
1492,"- Really? What'd you say?- Well  what could I say? ""I love you too.""",neutral,Two and a half men
1493,Everything's fine.,neutral,Two and a half men
1494,I think we should get married.,neutral,Two and a half men
1495,You can't live your life in the past.Go with Zoey.,neutral,Two and a half men
1496,I'm sorry.,neutral,Two and a half men
1497,- Yeah. I'm busy.,neutral,Two and a half men
1498,What's this about you not wanting to live together?,neutral,Two and a half men
1499,No  I think it was Francine.,neutral,Two and a half men
1500,I'm high,neutral,Two and a half men
1501,This is where I cut the cord!,neutral,Two and a half men
1502,I mean  you don'task someone out,neutral,Two and a half men
1503,- Oh  yeah  she's a big whore.- Yeah.,neutral,Two and a half men
1504,What's all that about?,neutral,Two and a half men
1505,Oh. Who's this?,neutral,Two and a half men
1506,You got a wetsuit?,neutral,Two and a half men
1507,if I'm not attracted to her mind?,neutral,Two and a half men
1508,Alan  you do realize that moneywill go to his next of kin.,neutral,Two and a half men
1509,Right. Right. Practical.Got to think practical.,neutral,Two and a half men
1510,I mean  the stressof living a lie,neutral,Two and a half men
1511,- Are you getting enough calcium?- I guess.,neutral,Two and a half men
1512,And honestly the no-sex thing isn't weird at all.,sexist,Two and a half men
1513,Okay  I'm sorry.,neutral,Two and a half men
1514,I have somethingI want to say to you two.,neutral,Two and a half men
1515,What's that mean?,neutral,Two and a half men
1516,I don't know. Uh,neutral,Two and a half men
1517,You seem like a really sweet guy...,neutral,Two and a half men
1518,I hope I'm not coming downwith something.,neutral,Two and a half men
1519,Regular or decaf?,neutral,Two and a half men
1520,By all means.,neutral,Two and a half men
1521,Who's smiling now  shorty?,neutral,Two and a half men
1522,What can I say?,neutral,Two and a half men
1523,Uh  well  yeah  thanks to you.,neutral,Two and a half men
1524,...how shall I describe it compassionate advice...,neutral,Two and a half men
1525,I can give it to you right now.,neutral,Two and a half men
1526,Looked like Valerie Bertinelli...,neutral,Two and a half men
1527,CHARLIE:Ow! Son of a bitch!,sexist,Two and a half men
1528,How about this?,neutral,Two and a half men
1529,- Charlie  be discreet.- Because a man and woman have sex...,sexist,Two and a half men
1530,You called my sona turd in a punch bowl.,neutral,Two and a half men
1531,Now get out of that chairand get down here.,neutral,Two and a half men
1532,See  him  I understand.,neutral,Two and a half men
1533,This is a good pace.,neutral,Two and a half men
1534,the last two days. Or weeks.Whichever we agreed is real.,neutral,Two and a half men
1535,- Is he okay?- Yeah  they were able to save the lobe...,neutral,Two and a half men
1536,The important thing to remember is this is not a toy.,neutral,Two and a half men
1537,So  do you want to tryand make this work?,neutral,Two and a half men
1538,So my dad wasn't just a drunken diseased man-whore,sexist,Two and a half men
1539,keep things the way they are.,neutral,Two and a half men
1540,Walden:Really  alan?,neutral,Two and a half men
1541,but I am calling yourfather  let him deal with you.,neutral,Two and a half men
1542,Somebody your age...,neutral,Two and a half men
1543,Son of a bitch.,sexist,Two and a half men
1544,Peeing with morning wood is complicated.,neutral,Two and a half men
1545,I know  right?,neutral,Two and a half men
1546,- Got it.- Andy is the one guy in the world...,neutral,Two and a half men
1547,... really love burying my headin your breasts and going:,sexist,Two and a half men
1548,No.Okay.,neutral,Two and a half men
1549,I tell people that all the timeand they just get snotty.,neutral,Two and a half men
1550,- Here's the bill for Jake's class trip.- Why give it to me?,neutral,Two and a half men
1551,...and maybe not having the girlI was trying to rebound with...,neutral,Two and a half men
1552,Damn her.,neutral,Two and a half men
1553,What?,neutral,Two and a half men
1554,Let me finish.,neutral,Two and a half men
1555,Open.,neutral,Two and a half men
1556,- Oh  don't you look handsome?- Nah.,neutral,Two and a half men
1557,Two and aHalf Men Season06 Episode24,neutral,Two and a half men
1558,And what kind of sexdoes Charlie wanHard to pick.,neutral,Two and a half men
1559,Charlie  you want to field that one?,neutral,Two and a half men
1560,- Sorry  we're late.CHELSEA: No  no  we were early.,neutral,Two and a half men
1561,I am the luckiest womanin the world.,neutral,Two and a half men
1562,An ?ber-cougar?,neutral,Two and a half men
1563,Son of a bitch!,sexist,Two and a half men
1564,Not exactly a rocket scientist.,neutral,Two and a half men
1565,Alan  how do you know whatI said to my mother?,neutral,Two and a half men
1566,Who's Cheryl?,neutral,Two and a half men
1567,and spent a lot of moneyto become sex objects.,sexist,Two and a half men
1568,Oh  no  no. It's just like regular sex,sexist,Two and a half men
1569,Boy  you make one mistakeand you pay for it the rest of your life.,neutral,Two and a half men
1570,Yeah  thanks so much for giving mehalf your action on the guy.,neutral,Two and a half men
1571,Talk about ingratitude.,neutral,Two and a half men
1572,It's a dollar.,neutral,Two and a half men
1573,I hate you too.,neutral,Two and a half men
1574,Nice going  cool uncle.,neutral,Two and a half men
1575,Good thinking.Aah!,neutral,Two and a half men
1576,Hey  as long as we're done here...,neutral,Two and a half men
1577,-Summer camp?-I get Christmas cards...,neutral,Two and a half men
1578,with their kid and never leave.,neutral,Two and a half men
1579,Oh  Alan  thank God you're here.,neutral,Two and a half men
1580,Thanks.,neutral,Two and a half men
1581,...only to surrender to sexually frustratedtyranny of a vengeful ex-wife?,sexist,Two and a half men
1582,Now he's a fuzz-faced buck private catching the clap from a whore in Tijuana.,sexist,Two and a half men
1583,Okay  look  your dadis my best friend,neutral,Two and a half men
1584,...for security peace of mind and regular sex.,sexist,Two and a half men
1585,Oh  that's a pretty name.,neutral,Two and a half men
1586,if the relationshipdoesn't work out.,neutral,Two and a half men
1587,O?IGLEDNO  HAVAJIILI KABO SAN LUKAS.,neutral,Two and a half men
1588,Maybe he's a really great guyand she's just a crazy  lying bitch.,sexist,Two and a half men
1589,Son of a bitch.,sexist,Two and a half men
1590,You cracked the parental codeon the cable box again.,neutral,Two and a half men
1591,and I chased that son of a bitch,sexist,Two and a half men
1592,Yeah  it's good.,neutral,Two and a half men
1593,I'd prefer a morphine dripand a sponge bath,neutral,Two and a half men
